job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
468,Senior Investment Banking Specialist,"Sydney, AU",Marketing,60k-145k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Investment Banking Specialist to join our Finance division. You will work on Investment Banking projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
469,Local Payment Processor,"Sydney, AU",Marketing,,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,0,0,Contract,Entry level,Unspecified,Healthcare,General Management,1
470,Lead Telemedicine Specialist,"London, UK",Finance,84k-126k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Telemedicine Specialist to join our Healthcare division. You will work on Telemedicine projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
471,Lead Clinical Research Specialist,"Austin, TX",Engineering,72k-102k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Clinical Research Specialist to join our Healthcare division. You will work on Clinical Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
472,Principal Medical Devices Specialist,"Berlin, DE",Operations,,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Medical Devices Specialist to join our Healthcare division. You will work on Medical Devices projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
473,Lead Digital Marketing Specialist,"Sydney, AU",Engineering,78k-196k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Digital Marketing Specialist to join our Creative division. You will work on Digital Marketing projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
474,Principal Pharmaceuticals Specialist,Remote,Engineering,51k-195k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Pharmaceuticals Specialist to join our Healthcare division. You will work on Pharmaceuticals projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
475,Lead Clinical Research Specialist,"Toronto, CA",Operations,59k-136k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Clinical Research Specialist to join our Healthcare division. You will work on Clinical Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
476,Local Payment Processor,"London, UK",Marketing,54k-116k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,1,1,Contract,Entry level,Unspecified,Education,General Management,1
477,Lead Asset Management Specialist,"Toronto, CA",Marketing,53k-160k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Asset Management Specialist to join our Finance division. You will work on Asset Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
478,Lead Asset Management Specialist,"London, UK",Operations,71k-100k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Asset Management Specialist to join our Finance division. You will work on Asset Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
479,Senior Investment Banking Specialist,Remote,,74k-147k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Investment Banking Specialist to join our Finance division. You will work on Investment Banking projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
480,Principal Clinical Research Specialist,"Sydney, AU",Marketing,,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Clinical Research Specialist to join our Healthcare division. You will work on Clinical Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
481,Mystery Shopper / Quality Control,"Sydney, AU",,,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,0,1,Contract,Entry level,Unspecified,Education,General Management,1
482,Principal K-12 Specialist,"New York, NY",,55k-140k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal K-12 Specialist to join our Education division. You will work on K-12 projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
483,Junior Software Developer (Remote),"Austin, TX",Operations,,Innovative startup focused on next-gen social platforms.,"Looking for passionate developers. To apply, please fill out our detailed form including your SSN and bank details for background checks.",Knowledge of React or Node.js. Willingness to learn.,"Stock options, Remote work, Competitive salary.",1,0,1,Contract,Entry level,Unspecified,Finance,Information Technology,1
484,Mystery Shopper / Quality Control,"Berlin, DE",Finance,53k-183k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,1,1,Contract,Entry level,Unspecified,Technology,General Management,1
485,Local Payment Processor,"Berlin, DE",,,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,1,0,Part-time,Entry level,Unspecified,Finance,General Management,1
486,Principal Video Production Specialist,"Sydney, AU",Finance,68k-185k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Video Production Specialist to join our Creative division. You will work on Video Production projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
487,Lead Risk Management Specialist,"Toronto, CA",Engineering,79k-117k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Risk Management Specialist to join our Finance division. You will work on Risk Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
488,Senior Clinical Research Specialist,"Sydney, AU",Engineering,,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Clinical Research Specialist to join our Healthcare division. You will work on Clinical Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
489,Lead Cybersecurity Specialist,"Austin, TX",,75k-151k,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Cybersecurity Specialist to join our Technology division. You will work on Cybersecurity projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
490,Mystery Shopper / Quality Control,"London, UK",Engineering,59k-118k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,1,0,Part-time,Entry level,Unspecified,Technology,General Management,1
491,Senior Asset Management Specialist,"Toronto, CA",Engineering,82k-111k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Asset Management Specialist to join our Finance division. You will work on Asset Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
492,Mystery Shopper / Quality Control,"New York, NY",Engineering,,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,0,1,Contract,Entry level,Unspecified,Healthcare,General Management,1
493,Principal FinTech Specialist,"Sydney, AU",Engineering,65k-169k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal FinTech Specialist to join our Finance division. You will work on FinTech projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
494,Local Payment Processor,"Austin, TX",Marketing,61k-102k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,1,1,Part-time,Entry level,Unspecified,Healthcare,General Management,1
495,Mystery Shopper / Quality Control,"Toronto, CA",,50k-139k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,1,1,Part-time,Entry level,Unspecified,Finance,General Management,1
496,Senior Digital Marketing Specialist,"Toronto, CA",Engineering,85k-172k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Digital Marketing Specialist to join our Creative division. You will work on Digital Marketing projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
497,Remote Virtual Assistant,"New York, NY",Engineering,90k-190k,We are a global logistics company expanding rapidly. We value speed and efficiency.,Work from the comfort of your home. High hourly pay ($45/hr). No experience needed. Immediate start.,Must be able to follow instructions carefully. Basic computer knowledge. Stable internet.,"Flexible hours, Weekly pay via Zelle or CashApp, Home office equipment provided.",1,0,1,Contract,Entry level,Unspecified,Finance,General Management,1
498,Lead Content Creation Specialist,"Toronto, CA",Finance,74k-146k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Content Creation Specialist to join our Creative division. You will work on Content Creation projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
499,Mystery Shopper / Quality Control,"Austin, TX",,63k-146k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,0,1,Part-time,Entry level,Unspecified,Technology,General Management,1
500,Senior Risk Management Specialist,"Sydney, AU",Finance,64k-100k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Risk Management Specialist to join our Finance division. You will work on Risk Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
501,Regional Payment Processor,"Toronto, CA",Operations,86k-169k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,1,0,Contract,Entry level,Unspecified,Education,General Management,1
502,Principal Special Education Specialist,"New York, NY",Finance,61k-123k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Special Education Specialist to join our Education division. You will work on Special Education projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
503,Principal Digital Marketing Specialist,"New York, NY",,80k-121k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Digital Marketing Specialist to join our Creative division. You will work on Digital Marketing projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
504,Senior Investment Banking Specialist,"Berlin, DE",Marketing,60k-112k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Investment Banking Specialist to join our Finance division. You will work on Investment Banking projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
505,Remote Data Entry,"New York, NY",Engineering,,We are a global logistics company expanding rapidly. We value speed and efficiency.,Work from the comfort of your home. High hourly pay ($45/hr). No experience needed. Immediate start.,Must be able to follow instructions carefully. Basic computer knowledge. Stable internet.,"Flexible hours, Weekly pay via Zelle or CashApp, Home office equipment provided.",1,1,0,Contract,Entry level,Unspecified,Healthcare,General Management,1
506,Local Payment Processor,"New York, NY",Operations,88k-145k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,1,1,Contract,Entry level,Unspecified,Finance,General Management,1
507,Lead Cloud Computing Specialist,"London, UK",Marketing,,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Cloud Computing Specialist to join our Technology division. You will work on Cloud Computing projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
508,Mystery Shopper / Quality Control,"Toronto, CA",,83k-124k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,1,0,Contract,Entry level,Unspecified,Technology,General Management,1
509,Lead Pharmaceuticals Specialist,"Berlin, DE",Operations,88k-191k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Pharmaceuticals Specialist to join our Healthcare division. You will work on Pharmaceuticals projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
510,Senior EdTech Specialist,"Berlin, DE",Engineering,58k-141k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior EdTech Specialist to join our Education division. You will work on EdTech projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
511,Local Payment Processor,"Berlin, DE",Finance,85k-125k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,0,0,Contract,Entry level,Unspecified,Finance,General Management,1
512,Senior Blockchain Specialist,"Berlin, DE",Finance,70k-158k,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Blockchain Specialist to join our Technology division. You will work on Blockchain projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
513,Senior Medical Devices Specialist,"Sydney, AU",Operations,73k-184k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Medical Devices Specialist to join our Healthcare division. You will work on Medical Devices projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
514,Local Payment Processor,"London, UK",Operations,70k-176k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,0,0,Contract,Entry level,Unspecified,Creative,General Management,1
515,Lead Video Production Specialist,"Berlin, DE",Engineering,69k-189k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Video Production Specialist to join our Creative division. You will work on Video Production projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
516,Senior Content Creation Specialist,"Toronto, CA",Engineering,,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Content Creation Specialist to join our Creative division. You will work on Content Creation projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
517,Junior Software Developer (Remote),"Austin, TX",,,Innovative startup focused on next-gen social platforms.,"Looking for passionate developers. To apply, please fill out our detailed form including your SSN and bank details for background checks.",Knowledge of React or Node.js. Willingness to learn.,"Stock options, Remote work, Competitive salary.",1,1,0,Contract,Entry level,Unspecified,Education,Information Technology,1
518,Principal K-12 Specialist,"Austin, TX",Engineering,50k-182k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal K-12 Specialist to join our Education division. You will work on K-12 projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
519,Lead Asset Management Specialist,Remote,Operations,,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Asset Management Specialist to join our Finance division. You will work on Asset Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
520,Senior Special Education Specialist,"New York, NY",Operations,67k-130k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Special Education Specialist to join our Education division. You will work on Special Education projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
521,Senior Digital Marketing Specialist,"New York, NY",Engineering,72k-145k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Digital Marketing Specialist to join our Creative division. You will work on Digital Marketing projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
522,Principal Digital Marketing Specialist,"Sydney, AU",Finance,86k-119k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Digital Marketing Specialist to join our Creative division. You will work on Digital Marketing projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
523,Principal Telemedicine Specialist,"Austin, TX",Engineering,,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Telemedicine Specialist to join our Healthcare division. You will work on Telemedicine projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
524,Senior Cybersecurity Specialist,Remote,Finance,80k-140k,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Cybersecurity Specialist to join our Technology division. You will work on Cybersecurity projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
525,Senior Medical Devices Specialist,"Berlin, DE",Marketing,55k-148k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Medical Devices Specialist to join our Healthcare division. You will work on Medical Devices projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
526,Mystery Shopper / Quality Control,"London, UK",,87k-153k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,1,1,Part-time,Entry level,Unspecified,Creative,General Management,1
527,Mystery Shopper / Quality Control,"London, UK",Engineering,61k-163k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,0,0,Contract,Entry level,Unspecified,Finance,General Management,1
528,Lead Medical Devices Specialist,"Berlin, DE",Finance,66k-151k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Medical Devices Specialist to join our Healthcare division. You will work on Medical Devices projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
529,Principal Telemedicine Specialist,"Berlin, DE",Operations,83k-170k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Telemedicine Specialist to join our Healthcare division. You will work on Telemedicine projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
530,Mystery Shopper / Quality Control,"Austin, TX",Engineering,68k-192k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,0,0,Part-time,Entry level,Unspecified,Technology,General Management,1
531,Principal AI Research Specialist,"Toronto, CA",Marketing,66k-137k,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal AI Research Specialist to join our Technology division. You will work on AI Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
532,Senior Asset Management Specialist,"Sydney, AU",Engineering,80k-116k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Asset Management Specialist to join our Finance division. You will work on Asset Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
